Years_Experience,Education_Level,Age,Gender,City_Type,Hours_Worked,Job_Satisfaction,Department,Salary
25,1,36,1,1,23,5,2,73670924
7,4,49,1,0,37,1,3,63953731
28,2,45,1,2,35,1,2,89710580
25,4,29,0,2,52,4,1,93571212
9,5,30,0,1,48,5,0,66710196
25,4,54,0,1,58,2,2,102060455
29,3,54,1,0,29,4,0,95707628
1,5,40,1,1,28,5,3,56090702
18,2,24,0,0,50,1,1,59999414
8,3,31,1,1,47,2,0,51157914
6,4,22,1,1,22,4,2,46390404
3,5,50,0,1,33,2,0,51284533
25,2,55,0,2,44,5,0,84166491
20,3,34,1,2,34,3,3,76647193
17,2,22,1,0,21,2,1,50836060
12,4,55,1,1,43,2,1,72973668
10,2,50,0,0,33,1,0,46396184
28,1,34,0,1,26,5,0,76255500
23,3,50,0,2,55,2,3,95305111
3,2,45,0,2,43,5,0,37933886
24,4,47,0,1,46,1,3,96038707
20,4,38,1,1,56,5,1,89408263
28,2,28,1,2,57,1,1,85263240
24,4,34,1,2,49,1,3,93451796
3,5,26,0,0,46,4,0,47871602
9,5,47,0,2,58,5,1,74947614
4,5,24,0,1,34,3,2,57965564
8,1,28,1,0,45,4,3,49043801
23,2,22,0,1,20,1,1,69350825
2,1,38,0,0,23,3,1,27486632
16,4,46,1,1,48,2,1,74928922
2,1,24,0,2,20,2,2,21138781
15,4,36,1,1,41,4,2,77680530
3,4,50,0,0,30,3,2,53801377
17,3,53,0,1,29,5,0,71615222
16,5,47,1,0,36,3,3,82697120
6,4,37,1,1,55,4,0,59461011
23,3,46,1,2,45,5,2,89393437
22,5,49,1,2,40,5,3,102461401
29,4,30,1,1,32,2,0,84611957
4,4,22,1,1,28,3,0,41404804
11,1,50,0,1,30,5,0,55159728
16,1,43,0,0,30,4,2,64106437
22,5,37,1,1,25,2,1,85210861
12,4,28,0,1,20,5,3,63245498
22,2,35,1,0,25,3,2,68598111
24,1,50,0,2,32,2,3,82556935
2,5,40,1,1,41,3,2,53627154
8,4,40,0,1,50,3,0,57508958
29,4,23,0,2,41,3,0,92245436
16,2,36,0,2,56,2,1,64692712
16,5,24,0,0,46,5,1,81363082
29,4,32,0,1,33,1,3,94800908
19,1,51,1,1,24,5,1,67888919
15,2,39,1,0,55,2,1,63537650
24,5,23,1,2,51,1,3,95966777
21,2,53,0,0,53,1,2,75109138
12,1,29,1,2,26,1,1,43392580
26,5,43,0,0,29,4,2,97856232
18,2,27,0,2,36,2,0,63782591
16,3,33,0,0,49,4,1,73561555
3,1,57,1,2,40,1,0,34276245
11,1,36,0,2,32,4,0,48073026
28,1,49,1,2,20,4,2,83872978
8,3,39,1,2,20,2,3,56063743
18,3,23,0,2,52,3,1,72163108
11,4,34,0,1,57,4,2,70826503
8,2,36,1,2,44,4,3,52400205
6,4,41,1,1,45,1,0,56661834
27,2,50,1,2,32,1,1,83853874
13,3,50,1,1,47,1,0,67305513
19,3,24,1,1,52,5,0,67877406
18,4,40,1,0,56,4,1,80642236
25,5,24,0,2,49,1,3,91389905
14,4,35,1,0,27,2,3,68835993
15,2,25,1,0,20,5,1,51389912
20,4,32,1,2,31,3,1,79258310
4,1,52,1,0,24,4,2,36300527
2,2,53,0,2,43,4,2,45519557
11,2,48,0,0,25,2,0,50189551
24,5,51,1,2,44,3,1,100290863
19,3,23,1,2,20,3,3,70258198
26,2,30,1,2,44,5,0,78364599
20,3,49,0,1,20,4,0,73375616
3,4,52,0,0,51,1,0,47337719
20,1,55,0,1,22,2,0,65475106
22,5,36,0,0,38,2,3,94633829
15,3,46,0,0,48,2,0,71861251
24,2,57,0,0,21,2,1,80837827
6,3,29,1,1,28,1,2,46784419
12,2,30,0,0,36,1,3,51358569
20,3,58,0,1,55,5,1,89754791
9,2,53,1,2,36,4,1,59242224
25,4,38,0,0,31,1,1,85658448
6,2,56,1,0,39,5,2,53647136
13,2,58,0,2,22,3,2,66679955
25,1,40,1,2,23,4,2,71634730
4,2,50,1,0,36,1,1,47309378
2,1,28,1,2,56,3,2,36056600
22,5,49,1,1,34,5,0,94637968
28,1,30,1,1,52,1,2,78258460
10,4,49,0,0,35,1,3,71132512
10,1,27,0,1,30,3,1,46639604
17,5,50,1,1,39,1,1,82909000
14,4,38,1,0,57,2,0,74754043
11,3,37,1,2,43,1,2,58962571
8,3,44,0,0,35,4,2,62302389
9,1,52,1,1,49,3,3,51754969
25,1,24,1,0,53,4,0,68149815
11,5,42,1,0,20,5,3,74637411
16,5,47,1,1,43,4,3,86562633
28,2,57,0,1,43,2,1,93868757
5,5,58,1,0,28,2,1,59966974
6,2,43,1,1,41,4,2,47488160
13,4,33,0,1,31,5,2,70523684
12,1,34,1,1,36,1,3,49838920
7,4,32,1,1,44,2,2,55109668
9,5,37,0,1,47,4,3,74204594
8,4,29,0,1,34,4,2,60794087
17,4,23,0,2,49,4,2,77686089
26,4,51,1,0,46,1,1,95803274
25,5,51,1,1,41,3,1,94769343
1,4,33,0,0,29,5,1,46782060
4,2,31,0,2,50,3,1,41390707
28,5,32,0,1,46,5,0,102354410
4,4,36,1,0,31,5,1,46367659
5,5,37,1,1,50,4,0,57511236
18,3,38,0,1,51,2,1,70090717
7,2,47,1,1,51,4,2,58802601
15,4,23,0,1,54,1,3,75599292
12,3,33,1,1,40,5,2,65978502
0,3,47,1,1,29,2,2,37297928
21,5,44,1,1,35,5,0,89152520
19,3,39,1,2,26,5,1,75342153
16,2,53,0,2,23,4,3,66345481
6,2,59,1,1,46,2,3,60485223
24,1,24,1,1,44,2,1,72318303
12,2,59,0,2,50,5,0,64697005
3,3,24,1,2,30,2,0,37672368
3,2,51,0,2,39,2,0,39299038
5,5,22,0,1,55,4,3,58649300
27,1,51,1,0,36,3,0,80789687
18,3,53,1,0,30,1,0,69371889
28,1,49,0,0,49,3,3,92441631
11,3,42,0,0,54,2,3,65158681
21,5,34,0,1,57,5,2,88716575
6,1,48,1,0,41,1,3,41074104
26,4,57,0,2,46,1,1,94570966
9,3,28,0,2,56,5,3,65075104
25,4,43,0,0,54,1,3,92713491
18,1,31,1,2,23,5,0,58119678
6,4,36,0,1,35,1,2,58114129
29,4,36,1,0,35,3,0,93111179
2,1,25,1,0,40,1,2,31012690
12,5,53,0,1,45,4,0,70639244
12,4,44,1,2,55,5,1,73594526
17,4,27,0,1,38,1,0,63021673
27,5,45,1,1,36,5,0,99672654
29,4,41,1,2,45,4,1,97927635
25,4,58,0,1,41,1,1,91191090
19,4,41,0,2,47,1,3,78389922
27,2,33,0,2,20,4,0,78926029
7,5,54,1,1,55,4,1,70236134
28,4,49,1,2,56,4,1,101300135
8,5,29,0,1,21,5,3,64730332
6,3,22,0,2,36,4,2,43565098
0,3,58,1,0,59,5,1,48506972
2,4,43,1,2,57,3,1,56900085
12,5,27,1,2,40,1,0,67418277
27,5,42,0,1,28,1,3,96520688
29,5,53,1,2,32,2,0,100548745
24,2,56,0,0,30,3,2,84256464
27,3,36,1,0,35,4,3,92821172
16,5,26,1,2,35,4,0,73549089
24,5,27,0,2,21,3,1,82759071
23,2,46,0,0,27,4,1,75199653
0,2,50,0,1,32,2,3,39129272
5,5,28,1,0,36,5,1,55383524
20,1,34,1,0,58,1,0,58895619
5,5,59,1,2,43,3,3,68549341
25,5,39,0,2,22,1,1,90024549
11,2,23,1,0,49,5,1,58044439
12,2,29,0,1,32,3,2,55526093
12,5,32,0,0,38,5,2,69316871
28,5,54,0,0,26,4,3,102352813
14,5,59,1,1,28,4,2,86205276
20,2,48,1,0,38,4,0,74227951
15,5,41,0,0,59,5,1,82354094
21,5,33,1,2,41,5,1,90371342
20,4,52,0,1,37,5,1,90948949
10,1,48,0,2,42,1,3,50496314
27,3,53,1,2,21,5,3,94198965
4,1,31,0,1,30,4,2,37442362
3,4,24,0,1,50,2,1,47706491
2,3,48,1,0,52,5,1,52469995
18,5,56,0,2,33,2,1,87037234
19,4,52,0,1,35,4,1,82301461
24,5,36,0,2,30,5,1,92550843
17,2,37,0,2,52,1,0,64473624
14,4,34,0,1,26,1,1,60003400
8,2,56,0,0,50,2,0,53414435
16,4,32,0,2,33,1,1,70696968
13,4,42,1,1,47,1,3,70217422
14,2,32,1,0,35,1,3,53849875
0,3,51,0,2,38,4,0,46829273
20,1,56,0,1,36,1,1,64058162
21,5,43,1,2,45,3,3,93322410
21,4,59,1,1,25,5,3,95344905
2,5,52,1,1,28,1,1,50450247
15,2,35,1,2,36,1,1,53817201
22,5,45,1,2,50,1,3,98807069
24,2,53,0,1,31,3,1,77830346
10,5,57,1,0,42,1,2,74021457
11,1,53,1,2,24,1,1,45149383
9,1,36,1,1,55,5,3,51227995
15,1,56,0,1,55,3,3,64432621
7,1,24,0,0,22,3,0,29236287
5,1,37,0,0,43,1,2,42243813
11,1,26,0,0,36,3,3,44323566
23,2,42,0,2,58,2,2,84048777
27,4,31,0,1,45,3,1,91159177
20,5,40,1,1,23,3,3,89708789
7,1,46,0,1,31,3,0,40536442
25,2,25,0,0,20,4,3,80081682
27,2,50,1,1,40,4,0,87861468
3,2,40,0,2,38,4,2,44785392
25,4,23,1,0,40,3,0,84885195
7,5,31,1,0,37,2,1,57356974
25,4,46,0,0,22,3,1,88982399
27,3,41,1,0,51,1,1,89908331
17,2,40,1,2,29,2,3,68599768
27,3,44,1,1,59,4,1,92065860
27,1,45,1,2,34,5,1,81921635
4,1,32,0,1,24,2,3,34797291
8,4,55,1,2,23,4,2,62225551
3,5,49,0,0,47,2,1,54921672
26,3,26,1,0,23,2,1,74950914
21,5,26,1,2,34,3,3,83176305
16,4,42,1,2,36,1,2,74491393
8,1,33,0,1,22,5,2,40756151
0,5,25,0,2,29,4,2,45686262
20,5,41,0,2,42,2,3,90468150
19,1,59,1,1,37,5,0,67656641
12,3,46,1,1,20,2,0,54955090
27,1,35,1,1,54,1,1,77865697
15,5,32,1,2,50,5,1,80701524
28,3,53,0,1,20,4,1,91887874
12,3,32,1,0,22,2,0,53787716
13,1,39,0,0,22,1,3,55071114
2,5,48,1,0,56,5,1,63623898
28,4,39,0,2,38,2,3,95664485
5,5,44,0,0,48,2,1,59447981
17,2,32,1,2,44,4,3,68787488
18,4,42,1,2,52,1,3,78169680
4,3,26,0,0,55,3,0,48751405
14,4,44,1,1,48,2,3,74183965
24,3,46,1,2,45,5,2,91292679
1,3,31,0,0,23,4,0,34084679
9,4,43,0,2,33,4,1,56765197
23,3,40,0,1,46,2,0,80079366
29,3,22,0,1,52,2,2,88645632
17,2,28,1,0,41,2,2,63915278
26,5,25,0,2,22,3,3,91742334
12,5,22,0,2,42,2,2,64099758
4,2,36,0,2,40,1,2,41534048
22,4,33,1,2,42,5,2,87606419
23,1,43,0,0,23,2,2,69903938
0,1,43,1,1,40,3,1,27000100
21,1,38,0,0,56,5,1,69147844
0,2,50,0,2,50,4,0,35477859
17,2,35,1,2,40,2,3,66696880
14,3,41,0,1,45,5,1,73041939
16,1,54,0,2,54,4,2,71808333
10,4,36,1,0,57,3,3,74181665
20,4,33,0,0,43,1,1,77532295
25,1,41,0,1,30,2,0,65583392
24,1,51,0,0,48,1,2,82976252
21,1,59,0,0,22,3,3,76506436
26,2,24,1,0,20,5,1,78164060
26,2,49,0,0,38,5,3,85109012
16,2,47,1,2,41,3,1,69834546
12,5,51,0,0,33,3,0,70533587
0,4,34,1,1,33,2,2,44914880
1,4,34,0,1,35,4,0,41003526
8,3,23,1,0,52,1,2,56103024
2,2,58,0,1,32,1,2,43547198
0,5,59,1,0,57,5,3,62899888
20,5,23,1,1,31,5,1,84391514
15,4,57,0,1,57,2,0,73569077
22,2,47,1,0,58,3,0,78227653
5,3,32,0,0,52,1,0,49565660
27,2,29,0,2,52,2,3,86803537
16,1,43,0,0,48,5,3,71538761
4,2,41,0,0,24,5,3,43881597
4,1,29,0,2,25,1,2,28477046
5,1,50,1,0,50,5,0,42810004
2,3,47,0,0,35,5,2,45994135
20,4,51,0,2,50,4,0,81904313
22,2,38,0,0,44,3,0,68309590
4,1,41,0,0,52,5,1,38502243
20,2,37,0,2,32,4,0,71671342
4,4,28,0,2,29,2,3,49118642
9,4,37,1,1,43,5,3,63750170
9,5,48,1,0,29,2,3,72051922
18,4,44,0,1,50,5,1,84321313
16,3,45,1,1,32,1,1,63284492
20,1,30,0,2,22,4,2,67295429
13,5,56,0,0,53,4,0,84631876
8,3,41,0,0,47,1,0,55992812
13,2,58,0,2,38,3,3,64901290
0,1,38,0,1,42,4,3,39039238
18,4,52,1,2,51,2,3,87171842
12,1,29,1,0,32,4,3,55362841
12,2,36,1,2,52,3,3,57356888
3,5,52,1,0,53,2,3,63971552
29,5,51,0,1,52,2,0,102861936
0,5,41,1,0,24,1,1,44184396
16,4,33,0,1,22,5,3,77836717
7,3,38,1,1,26,1,0,48976292
1,3,51,1,0,43,5,3,49614999
27,1,50,1,0,41,1,2,86704053
7,4,40,1,1,42,5,2,60127510
6,5,32,0,2,49,4,0,61357788
25,5,55,1,0,37,2,1,96514773
25,2,28,1,1,51,5,2,78707226
1,2,55,0,1,26,4,2,38016660
21,5,41,0,2,52,3,1,94937799
21,5,59,1,0,24,1,2,94389580
2,4,45,0,1,47,3,3,54417342
26,3,31,0,2,27,4,1,86411523
17,2,53,0,1,34,3,2,68749808
11,3,36,1,0,23,3,1,58596717
0,4,58,0,2,53,4,3,55120910
21,5,41,1,1,24,2,2,85838291
11,3,24,1,2,52,5,0,57489328
4,5,58,1,0,24,1,2,59131909
29,5,29,1,2,57,5,2,105445530
29,1,44,0,0,53,1,3,83200073
26,3,32,1,1,45,5,0,90351093
24,3,29,0,0,20,3,0,71966079
16,5,50,1,1,23,2,0,71474198
15,4,51,0,1,58,3,3,78431088
14,1,31,1,0,45,2,3,59399859
22,5,49,0,1,52,4,3,96358027
14,2,57,1,2,52,1,3,72286797
4,2,34,1,1,27,1,3,36600917
20,1,53,0,0,39,4,0,63978833
13,4,57,1,2,35,5,1,70367891
1,5,58,1,2,40,4,3,59335621
10,3,47,1,1,45,4,1,62999198
18,1,43,0,1,42,2,2,63621046
6,4,25,1,0,37,4,2,54966283
5,3,52,1,2,50,1,3,58737900
27,2,39,0,0,31,3,2,87997205
1,2,59,0,1,20,2,1,34030732
5,3,45,0,2,28,2,2,52957343
17,1,44,0,0,22,5,2,65516851
1,2,43,0,0,45,3,1,35297506
17,5,23,1,0,28,2,2,78878331
29,3,52,1,0,35,4,3,98593730
14,3,32,1,0,43,2,1,60021645
26,2,49,0,2,33,2,1,86367985
18,1,53,1,0,22,2,0,58723986
1,5,26,0,2,53,5,0,51189884
19,1,59,0,0,52,2,1,71417499
24,4,31,1,1,43,2,1,86673104
5,4,45,0,1,28,5,0,53800366
0,2,56,0,0,32,3,3,42538578
23,2,44,1,1,21,1,2,76900424
14,2,38,0,2,26,5,2,60950606
27,4,22,0,0,40,5,2,92098994
29,1,52,1,2,38,2,1,81584239
22,1,52,0,0,44,2,3,76931696
9,2,55,0,1,41,1,0,54445728
18,5,30,1,2,30,2,3,81869510
16,1,43,1,1,52,4,3,67501396
4,4,34,1,1,51,2,2,56882270
28,3,46,1,0,40,2,0,92237137
3,3,39,0,2,58,4,3,53117327
9,3,33,0,1,39,1,0,51931034
23,5,38,1,0,27,4,1,86866478
16,2,36,0,0,56,5,2,72737115
9,4,36,0,0,28,4,0,58723056
16,5,36,1,1,44,3,1,74133442
27,4,34,1,0,44,5,1,98980414
19,4,38,0,2,52,2,1,78681246
23,2,53,1,2,21,5,3,77861949
4,3,30,1,1,38,1,3,46550608
1,2,41,1,2,39,1,2,41413877
5,5,47,0,0,48,4,2,68948892
20,5,48,1,1,25,5,1,84799540
1,5,42,0,0,36,2,2,57314290
12,2,39,0,1,44,1,3,62220871
29,4,34,0,1,57,2,2,101454295
10,4,37,1,0,23,3,0,58764179
10,1,30,1,2,49,1,3,50339399
15,5,33,1,2,39,4,1,71838964
10,4,59,1,1,22,3,1,60177332
18,1,40,1,0,42,5,2,63866462
14,4,28,0,0,37,2,3,68903158
24,5,56,0,1,45,1,1,99647213
22,3,39,0,2,55,3,1,86474968
22,5,37,1,0,27,3,3,85445184
15,2,25,0,2,36,1,3,58579705
10,4,46,0,2,50,5,1,66694299
21,4,53,1,1,56,5,2,94557899
15,2,34,1,1,52,4,2,66691038
7,2,38,0,2,46,5,2,56493248
3,3,58,0,0,23,4,0,45762451
7,4,27,1,0,41,3,3,62532843
3,4,40,1,1,45,1,1,52767137
23,3,34,1,2,51,5,0,85959153
24,1,47,1,0,43,4,2,79212003
2,3,35,0,0,54,3,0,44680231
2,5,52,0,1,56,5,1,66824600
26,4,25,1,2,51,2,1,91061678
28,2,29,0,0,26,3,3,79502203
17,5,46,0,1,52,5,2,91544200
28,4,34,1,0,50,3,2,95421505
25,3,53,0,0,31,1,0,84858672
18,5,59,0,0,30,1,2,89348121
18,4,59,0,1,43,1,0,83645160
20,1,49,1,2,27,2,1,69774014
4,1,51,1,1,51,1,1,40335073
17,2,24,0,2,57,2,1,60482583
27,4,49,1,0,41,1,1,90396317
9,1,24,1,2,53,3,1,48578064
28,3,55,1,0,38,5,0,98189097
21,4,37,0,0,39,5,1,84405713
20,3,43,0,1,33,1,0,67606331
5,3,53,1,0,52,5,1,60435397
0,1,59,0,1,29,1,0,24674811
4,4,29,0,2,35,1,0,45157137
8,5,29,0,2,23,4,0,58620881
11,1,27,0,0,46,4,2,48461344
25,1,35,0,1,47,4,0,71882402
13,4,53,1,0,35,2,0,65757806
1,4,56,0,1,52,4,1,55866419
16,3,31,0,1,38,1,0,62233198
13,4,24,0,1,40,3,0,64987926
25,3,33,1,2,41,4,3,88742957
12,1,52,1,1,28,4,2,59817545
26,2,50,1,2,28,3,3,81975607
8,5,26,0,1,28,1,1,53314731
25,1,46,1,2,46,2,2,83525030
24,4,52,1,2,36,4,2,93249112
14,5,42,1,2,27,3,3,73123447
24,2,41,1,0,35,1,2,80051209
21,2,43,0,1,37,5,3,76764056
14,3,25,1,0,52,2,0,60053407
23,5,34,1,1,20,3,3,91047815
29,3,41,0,1,31,3,2,94680787
10,1,34,0,0,25,3,2,48644760
15,5,38,1,2,24,4,1,69242351
28,1,57,0,1,35,5,1,81727977
16,3,54,1,2,37,2,1,74506813
25,5,22,0,0,37,1,1,89495001
3,3,36,0,2,20,1,2,38840379
0,5,34,1,1,38,5,1,48591838
7,3,38,0,1,27,3,3,52351210
16,2,45,1,1,22,3,0,60189189
2,3,29,0,0,44,3,2,40480421
28,2,48,1,1,24,3,1,86335068
19,3,44,0,0,59,3,2,80807916
14,5,29,0,2,38,5,1,71378596
14,5,29,0,1,37,4,2,71914093
23,5,47,0,1,50,2,1,90112404
21,4,34,0,1,52,3,0,84907841
13,1,58,1,2,37,4,1,62602477
25,5,49,0,1,58,1,3,98886455
27,2,46,1,0,35,5,2,84692334
22,5,37,1,2,35,4,2,89020627
13,4,23,1,2,57,3,3,70315743
23,2,39,0,2,26,3,3,81111638
1,4,38,1,2,33,3,0,45105023
12,2,51,0,2,44,4,2,61921403
25,3,34,1,0,51,3,0,81077636
13,1,53,1,2,57,4,2,66978453
26,1,50,1,1,41,3,2,85221097
23,4,51,1,2,35,1,0,80307612
18,1,39,1,2,48,1,2,64608187
6,4,34,0,2,35,2,2,58911480
2,4,42,1,2,31,3,0,47039150
14,4,51,1,2,36,3,1,68566763
22,1,42,0,0,56,4,0,75939032
13,4,38,0,0,46,4,2,74625829
10,1,40,0,2,44,3,3,52562347
14,4,36,1,0,32,2,1,67533608
27,5,30,1,1,27,3,3,97865522
12,4,31,1,2,24,4,1,59131284
17,2,52,1,1,31,3,3,67224353
25,4,44,1,1,22,4,1,88246523
5,3,51,1,2,54,3,0,51719820
2,4,54,0,1,52,5,1,59324556
18,2,30,0,1,41,4,1,68257351
14,2,22,1,1,28,2,1,54055628
24,1,56,1,2,37,5,2,76708293
22,5,32,1,2,48,3,3,95384997
4,4,55,1,1,58,4,0,61393727
27,1,37,1,2,46,5,3,82496279
9,5,30,0,2,55,2,3,73237160
6,4,53,0,1,36,4,0,54128391
24,3,36,1,2,53,5,2,87635876
16,4,33,0,0,22,5,1,66147697
6,2,54,1,2,24,5,2,55143789
21,2,35,1,0,33,1,2,66269693
25,3,29,1,1,22,3,1,78919582
29,1,29,0,2,42,4,3,79718818
11,5,48,0,1,58,4,1,81485933
24,4,33,1,1,49,4,0,84365254
16,2,22,0,1,42,5,1,56834416
12,1,32,0,1,46,3,3,50779176
19,3,52,1,1,29,2,2,73459093
24,2,38,0,2,44,4,2,80527196
3,3,54,0,0,32,3,1,43792047
9,4,53,1,2,35,3,0,57614004
2,5,50,1,2,53,1,3,63912940
8,2,42,0,2,56,4,2,56904415
12,2,42,1,2,41,5,1,61225349
17,4,44,0,0,36,3,0,71994677
14,1,27,1,2,42,3,0,44719192
3,5,43,1,1,55,2,2,62512291
14,2,59,1,2,28,1,2,60386338
21,5,58,1,2,21,3,3,89677040
1,2,29,0,0,51,3,0,34254973
14,5,56,1,0,41,5,3,81823521
7,3,32,1,1,32,5,0,53357946
7,2,45,1,2,27,2,0,39404600
16,5,42,0,2,20,2,1,77483365
11,1,23,0,2,36,2,2,40186102
18,3,40,1,1,31,5,0,71343809
9,3,49,1,0,23,5,3,66045144
8,1,38,1,1,32,1,2,41357752
4,5,27,1,2,50,4,3,64211027
5,4,40,1,0,26,4,2,54433643
19,1,59,1,0,42,1,2,69925058
25,5,49,0,1,43,4,0,93340397
1,1,23,1,0,24,5,1,21796629
26,1,59,1,0,24,4,0,76415005
23,2,58,1,2,36,5,2,89536525
26,5,25,1,2,49,1,0,88972866
12,4,43,1,0,28,2,0,60091539
5,2,47,1,0,25,1,2,43760928
4,1,57,0,1,44,4,2,47554935
24,1,34,0,1,38,5,0,67852675
0,1,53,0,0,35,4,0,33600707
20,5,38,0,2,40,4,0,87057273
21,5,57,0,0,21,2,3,88152063
20,2,40,0,0,29,4,0,70371592
5,4,56,1,2,35,2,3,62935590
5,2,49,1,2,56,5,1,53548561
22,3,22,1,1,34,5,3,76602562
15,1,39,1,1,32,2,0,53499177
3,1,54,1,1,32,1,1,40783545
29,1,33,1,1,51,5,3,93014109
10,2,29,0,2,27,1,3,51217753
29,2,45,1,0,37,5,2,94972789
29,1,37,0,1,55,5,1,81607311
29,2,25,0,1,45,3,2,84058538
23,5,59,1,2,29,4,1,92754936
22,5,48,1,2,50,4,3,97353321
8,2,30,1,0,52,1,2,50501447
22,1,37,1,0,48,4,0,67774376
2,2,33,1,2,24,1,3,34564991
18,2,52,1,1,32,5,1,68917172
7,2,45,1,1,20,3,1,44981923
4,3,35,0,1,42,3,2,45978237
3,5,46,1,0,59,5,2,65853452
23,4,55,1,1,22,2,1,85579531
5,4,24,0,1,22,2,3,52086164
1,3,45,1,2,26,4,2,43262152
19,2,30,1,1,55,1,0,68878008
27,3,47,0,2,54,3,1,96370445
10,3,41,1,1,34,4,0,55408783
3,1,31,1,0,59,5,1,34420638
14,5,40,1,1,22,3,0,66414931
5,4,24,1,1,48,1,3,50464639
21,2,45,1,2,49,1,1,73895684
16,4,26,1,2,58,2,3,71587069
29,4,24,0,2,37,4,2,91655121
23,5,48,1,1,30,5,1,89518954
5,4,37,1,1,57,3,3,61363270
18,4,36,0,0,59,1,0,79863441
29,3,56,0,1,20,3,3,96110891
24,5,33,1,0,48,5,1,95967985
1,1,47,0,2,29,3,3,37711391
14,2,55,1,2,47,4,0,66995481
10,4,44,1,2,50,2,0,61861632
7,2,52,0,0,38,3,0,44027894
25,1,41,1,1,22,2,2,68761449
18,2,33,1,2,55,5,1,68265632
12,1,44,0,1,34,2,0,48797296
11,3,25,0,1,52,3,2,63588208
4,4,44,0,2,45,3,0,56756911
5,1,22,0,0,35,1,3,36589823
25,2,46,1,1,55,3,1,81393603
21,4,23,0,2,52,2,3,86310518
3,3,51,0,1,39,1,2,44868906
18,4,24,0,1,32,3,3,72123699
19,1,42,0,1,52,3,3,68120831
0,3,46,0,1,24,5,0,36403943
19,2,41,1,1,56,1,3,70642980
16,3,43,0,0,33,5,0,70325227
11,3,42,1,0,46,5,0,57397118
14,5,54,0,2,42,5,1,82339086
0,3,59,0,0,33,4,2,50582577
25,3,36,0,0,59,5,2,94233829
13,4,36,0,0,23,2,2,63491689
5,2,46,0,1,58,3,0,51433652
4,4,42,0,1,38,4,2,58375961
29,4,45,0,2,23,5,0,95500444
10,1,26,0,2,49,3,1,45259710
3,4,27,1,2,38,1,2,46034210
12,5,44,0,1,50,1,0,70503157
10,5,25,1,0,50,3,2,62922994
2,1,48,0,0,28,2,2,33110251
0,2,39,1,1,32,3,1,36239115
5,2,42,0,2,33,3,3,47075630
17,4,49,0,2,29,4,2,83284315
23,4,56,0,2,50,1,1,91488486
9,4,43,1,1,56,1,2,60301658
4,2,44,1,2,42,5,2,45122723
22,3,24,1,2,46,3,2,82844648
9,5,31,1,1,25,3,2,64989305
11,3,46,0,0,45,2,3,67661964
1,3,29,0,1,21,1,3,33550007
12,2,32,0,1,32,2,2,54094655
7,3,26,1,1,38,4,2,54657128
1,1,58,0,1,20,5,1,39951001
19,4,59,1,0,59,2,1,85304878
0,1,50,1,2,51,1,0,33369157
4,5,26,1,1,41,4,3,61273386
8,4,30,1,0,48,3,2,57719771
16,3,23,1,2,21,4,3,65866800
8,5,22,0,2,59,2,1,66397815
10,4,51,1,2,57,1,3,72607287
14,3,32,1,1,30,2,3,64246075
23,1,49,0,1,36,3,2,76019267
5,4,33,1,2,27,3,2,56241500
22,3,47,1,2,41,1,1,76607806
2,1,34,0,2,23,5,2,29814625
29,5,29,0,2,30,4,1,96710305
16,5,49,0,2,27,4,1,80126857
4,5,51,1,2,28,3,0,56688162
29,5,30,0,0,45,2,0,96051910
27,2,52,0,2,21,2,0,82668498
11,4,42,0,1,35,5,3,68971033
17,4,55,1,1,50,2,0,74261101
13,2,52,0,1,25,4,2,59700463
20,3,46,1,2,40,2,2,74638394
23,3,33,1,1,45,5,0,81154769
10,5,22,0,0,38,4,3,62669596
8,1,43,1,2,47,2,1,41833435
1,3,58,1,1,27,4,3,48658518
11,1,22,0,0,33,3,3,47024475
2,4,22,1,0,43,3,1,41466829
2,1,42,0,1,56,3,1,40434508
0,4,36,1,0,45,2,1,42395195
7,2,38,1,1,50,5,2,53173602
21,2,43,0,0,51,4,1,74014732
27,5,59,0,2,21,1,1,100185495
28,3,56,1,2,44,3,3,100501953
7,5,37,1,2,21,3,3,57123080
10,4,29,0,2,20,1,0,50249551
8,5,38,1,2,55,1,3,70698199
4,1,38,1,1,31,2,1,34417564
13,4,47,1,2,28,4,2,69199586
27,2,34,1,2,55,3,3,86273836
29,3,38,0,2,47,5,3,101285315
2,4,59,0,2,57,2,1,54464481
20,4,38,0,0,52,2,3,87895221
4,1,35,0,2,41,5,3,39467604
4,3,27,0,2,44,5,1,44635054
18,2,56,0,1,37,5,3,79645663
26,4,35,1,0,25,1,2,91486985
13,4,29,0,1,37,3,0,59643678
25,1,36,1,2,35,1,3,75799410
29,5,48,1,1,34,3,2,103760966
3,2,34,1,1,27,1,3,39801196
24,3,52,0,2,32,4,0,86777676
12,4,56,1,0,26,3,1,67098352
9,4,27,0,0,36,2,0,50030688
24,2,26,1,1,51,3,3,84621148
17,5,43,1,2,41,3,0,77981401
7,4,44,0,1,32,3,0,56242242
7,2,46,1,1,42,4,1,53668653
6,1,55,1,1,48,1,3,53126377
7,5,47,1,2,41,2,0,59017347
13,3,26,1,2,20,1,0,51007821
18,4,47,0,0,48,1,1,81700807
28,2,41,1,2,24,5,2,86914806
5,1,27,1,1,54,4,3,47630886
0,3,27,0,1,29,5,2,34737993
22,2,39,1,0,38,4,2,75893954
14,2,25,1,2,56,1,1,51943585
0,3,38,1,1,26,1,1,35058766
24,1,35,1,0,54,4,3,78996712
